index,scenario,country,original,rem_25,rem_50,rem_75,rem_100
5582,defaunation,Indonesia,782.2050174,778.9321799,782.2591354,782.4448149,793.3916598
5583,defaunation,Indonesia,782.2050174,780.8680774,789.8050373,786.993763,784.5624384
5584,defaunation,Indonesia,782.2050174,784.0437649,784.9591413,793.9156835,795.5919097
5585,defaunation,Indonesia,782.2050174,790.0737251,791.9132311,786.6297815,788.7391701
5586,defaunation,Indonesia,782.2050174,788.0212723,790.5991414,795.0555823,787.5864235
5587,defaunation,Indonesia,782.2050174,781.3680935,788.8565055,777.5084244,793.3803036
5588,defaunation,Indonesia,782.2050174,782.8389831,790.4631407,785.9485784,794.9995936
5589,defaunation,Indonesia,782.2050174,780.9672576,786.9657929,786.5048985,783.6747092
5590,defaunation,Indonesia,782.2050174,782.1964324,785.594053,786.6741395,783.8740453
5591,defaunation,Indonesia,782.2050174,782.6798133,790.1904571,786.4465312,783.9307375
5592,defaunation,Indonesia,782.2050174,783.8312284,787.0539732,787.9503658,788.8848298
5593,defaunation,Indonesia,782.2050174,779.0826978,782.3068065,785.4762453,786.8054381
5594,defaunation,Indonesia,782.2050174,780.4199268,782.5931853,780.8890853,788.3341212
5595,defaunation,Indonesia,782.2050174,787.1579129,788.1494409,788.4898824,781.0799881
5596,defaunation,Indonesia,782.2050174,780.339806,781.8371555,786.1331613,792.6896476
5597,defaunation,Indonesia,782.2050174,786.2926704,784.2926392,789.4022212,790.7285365
5598,defaunation,Indonesia,782.2050174,785.2239432,779.9564792,787.8218579,798.4377672
5599,defaunation,Indonesia,782.2050174,785.8760389,780.2918158,790.0554914,782.2462917
5600,defaunation,Indonesia,782.2050174,783.1363486,782.4557217,783.3380555,797.5710284
5601,defaunation,Indonesia,782.2050174,779.477171,782.5447156,779.6134051,801.2896914
5602,defaunation,Indonesia,782.2050174,777.3893668,783.6484267,785.6573231,789.7896621
5603,defaunation,Indonesia,782.2050174,783.9670367,785.5318505,787.8898115,786.6992205
5604,defaunation,Indonesia,782.2050174,782.0560403,781.5777532,783.6992704,790.5182534
5605,defaunation,Indonesia,782.2050174,782.031084,781.3209717,783.9201576,788.5769239
5606,defaunation,Indonesia,782.2050174,783.3854138,782.716051,777.3644357,789.0470902
5607,defaunation,Indonesia,782.2050174,788.5841612,782.6901759,790.6285781,789.2375038
5608,defaunation,Indonesia,782.2050174,784.077828,784.3807845,778.6099096,783.5128826
5609,defaunation,Indonesia,782.2050174,785.0203774,782.5177848,784.4193984,787.2386708
5610,defaunation,Indonesia,782.2050174,778.9404308,786.6093164,794.0916363,789.4240462
5611,defaunation,Indonesia,782.2050174,779.4252496,780.513963,791.3144247,788.7218268
5612,defaunation,Indonesia,782.2050174,785.0931637,781.2673187,782.5480893,787.4920229
5613,defaunation,Indonesia,782.2050174,786.4133115,780.9177901,788.4132718,794.7902923
5614,defaunation,Indonesia,782.2050174,786.9338956,789.7043801,784.6192755,797.0206292
5615,defaunation,Indonesia,782.2050174,783.386795,788.5376511,776.2335704,785.7433389
5616,defaunation,Indonesia,782.2050174,782.2397681,783.5711907,782.9212336,790.1388751
5617,defaunation,Indonesia,782.2050174,778.0580148,789.9576445,789.5432561,786.3285855
5618,defaunation,Indonesia,782.2050174,787.9930031,798.9414762,791.9302239,777.6884154
5619,defaunation,Indonesia,782.2050174,781.9502396,790.4322432,786.390541,795.6471767
5620,defaunation,Indonesia,782.2050174,781.6355233,783.3320983,784.8138115,788.4519871
5621,defaunation,Indonesia,782.2050174,784.9055892,782.0214886,779.1195996,784.1363362
5622,defaunation,Indonesia,782.2050174,779.0842819,785.5168824,788.0630989,787.8084115
5623,defaunation,Indonesia,782.2050174,778.2605372,781.0700572,789.0341727,798.0984876
5624,defaunation,Indonesia,782.2050174,789.4314628,789.9154005,786.0363646,787.8133498
5625,defaunation,Indonesia,782.2050174,784.4727539,781.9193528,789.4658991,789.0557789
5626,defaunation,Indonesia,782.2050174,782.0023306,781.5153646,788.1680754,786.7180466
5627,defaunation,Indonesia,782.2050174,786.8101225,784.4026891,793.3843297,791.6639972
5628,defaunation,Indonesia,782.2050174,783.1618647,792.9339987,791.5394176,793.2315599
5629,defaunation,Indonesia,782.2050174,782.3965291,785.1629807,799.6220452,788.3257396
5630,defaunation,Indonesia,782.2050174,781.451814,789.6881929,789.1819264,779.9942961
5631,defaunation,Indonesia,782.2050174,781.3737737,778.826931,787.8495722,786.1221639
5632,defaunation,Indonesia,782.2050174,785.5010329,784.0780653,795.8782112,782.1721955
5633,defaunation,Indonesia,782.2050174,783.3804168,782.5146311,784.0056684,794.370664
5634,defaunation,Indonesia,782.2050174,783.8430193,785.2209365,786.237374,782.3614972
5635,defaunation,Indonesia,782.2050174,787.5891955,782.954653,786.5111568,781.9420402
5636,defaunation,Indonesia,782.2050174,784.3331295,782.9609027,788.7047125,781.9074462
5637,defaunation,Indonesia,782.2050174,785.1469672,786.8449383,787.7047839,790.7823136
5638,defaunation,Indonesia,782.2050174,782.9438024,786.1245844,793.9936469,775.1731812
5639,defaunation,Indonesia,782.2050174,784.0836198,783.1235997,787.5589871,785.1812681
5640,defaunation,Indonesia,782.2050174,788.0683383,784.9748193,784.2860694,795.1304928
5641,defaunation,Indonesia,782.2050174,782.9743476,780.1914943,778.3479582,780.6251429
5642,defaunation,Indonesia,782.2050174,782.1521744,789.3881583,785.4787751,790.3195533
5643,defaunation,Indonesia,782.2050174,780.7329878,783.8852403,787.515134,798.3615131
5644,defaunation,Indonesia,782.2050174,783.6956139,787.7498161,784.6976533,786.5623824
5645,defaunation,Indonesia,782.2050174,786.6580658,791.374652,788.0180193,788.0479029
5646,defaunation,Indonesia,782.2050174,781.4895082,785.3640211,779.896122,783.6063792
5647,defaunation,Indonesia,782.2050174,786.9811281,788.1559564,787.8491555,791.1916975
5648,defaunation,Indonesia,782.2050174,785.1091297,788.2744602,784.0916779,785.6577843
5649,defaunation,Indonesia,782.2050174,782.9725074,784.892189,785.2531046,793.6325523
5650,defaunation,Indonesia,782.2050174,786.4983538,787.4157737,787.7423734,785.0813535
5651,defaunation,Indonesia,782.2050174,786.2510697,780.8931329,785.3047527,782.5600886
5652,defaunation,Indonesia,782.2050174,780.3402269,784.9326629,780.3185974,791.6219722
5653,defaunation,Indonesia,782.2050174,779.3954901,786.097899,782.2011292,801.0782095
5654,defaunation,Indonesia,782.2050174,783.6582915,782.4061707,788.4562224,791.8286652
5655,defaunation,Indonesia,782.2050174,785.5860418,780.7668208,788.5606044,784.5170806
5656,defaunation,Indonesia,782.2050174,780.7005339,787.2742994,792.8372862,784.2011105
5657,defaunation,Indonesia,782.2050174,781.5372907,783.89343,782.1628158,792.658481
5658,defaunation,Indonesia,782.2050174,778.8948153,781.7835348,781.670989,794.925284
5659,defaunation,Indonesia,782.2050174,782.868581,784.5558248,779.6683683,787.1726245
5660,defaunation,Indonesia,782.2050174,784.1141208,785.1421119,785.0873898,781.9435308
5661,defaunation,Indonesia,782.2050174,782.4780765,786.813848,781.7784167,790.9731104
5662,defaunation,Indonesia,782.2050174,780.7919151,787.7334959,792.2691661,788.5098938
5663,defaunation,Indonesia,782.2050174,783.0353238,783.4840682,782.3966267,789.0964383
5664,defaunation,Indonesia,782.2050174,783.769072,789.9535707,781.5230059,784.0906548
5665,defaunation,Indonesia,782.2050174,783.2064811,781.1372698,780.7846195,790.7757524
5666,defaunation,Indonesia,782.2050174,782.5231328,789.8135474,789.9641753,796.7762461
5667,defaunation,Indonesia,782.2050174,782.5612012,785.0651075,785.1190148,784.8698159
5668,defaunation,Indonesia,782.2050174,778.1021366,780.6697759,787.168551,794.7520812
5669,defaunation,Indonesia,782.2050174,778.9934378,782.9588873,785.8807207,793.1778251
5670,defaunation,Indonesia,782.2050174,784.5570793,789.3262053,792.2284101,792.2855205
5671,defaunation,Indonesia,782.2050174,776.9712816,784.8894607,791.6763542,787.1546776
5672,defaunation,Indonesia,782.2050174,785.1044189,781.531479,785.7290438,800.2116598
5673,defaunation,Indonesia,782.2050174,779.4194484,790.6757103,783.7107354,794.6242711
5674,defaunation,Indonesia,782.2050174,778.4935662,790.3280284,784.8747511,786.1200548
5675,defaunation,Indonesia,782.2050174,783.8389833,784.7797775,786.2332597,789.1074497
5676,defaunation,Indonesia,782.2050174,781.1643272,780.5949202,790.1790167,784.6877211
5677,defaunation,Indonesia,782.2050174,783.0547881,780.3930429,792.0808148,796.3920118
5678,defaunation,Indonesia,782.2050174,786.1122718,778.123115,784.113859,791.1332343
5679,defaunation,Indonesia,782.2050174,779.5239273,783.0601508,787.5481535,786.5557509
5680,defaunation,Indonesia,782.2050174,783.8503726,790.3965478,787.4801771,786.6137355
5681,defaunation,Indonesia,782.2050174,781.5180121,792.1679682,787.7694547,782.31448
5682,defaunation,Indonesia,782.2050174,780.0956332,781.9912159,777.982812,788.7760555
5683,defaunation,Indonesia,782.2050174,781.5424996,780.9577506,776.6458512,788.9802932
5684,defaunation,Indonesia,782.2050174,785.6158816,787.1094011,791.3629596,789.7441813
5685,defaunation,Indonesia,782.2050174,779.3346386,783.7797443,785.2369745,785.612349
5686,defaunation,Indonesia,782.2050174,782.9838446,784.1714939,791.136626,794.5042058
5687,defaunation,Indonesia,782.2050174,783.8754212,779.8662194,791.145455,784.1146652
5688,defaunation,Indonesia,782.2050174,788.3186631,788.0520895,789.1473138,786.1576212
5689,defaunation,Indonesia,782.2050174,782.5646937,792.1976801,789.2897018,793.1982955
5690,defaunation,Indonesia,782.2050174,778.8187522,782.6127109,792.7816149,793.1186732
5691,defaunation,Indonesia,782.2050174,784.4384517,781.049582,781.2920287,779.7490307
5692,defaunation,Indonesia,782.2050174,781.9476014,783.9560188,788.3925882,780.3085415
5693,defaunation,Indonesia,782.2050174,786.9292669,778.7209439,785.1600294,790.3024296
5694,defaunation,Indonesia,782.2050174,784.2829439,782.1606943,788.3890749,789.3350431
5695,defaunation,Indonesia,782.2050174,781.8503949,784.2245033,779.1330802,787.4387404
5696,defaunation,Indonesia,782.2050174,787.3984835,787.4968103,789.8249644,785.2576899
5697,defaunation,Indonesia,782.2050174,777.8774868,786.9775844,783.2542939,800.9057303
5698,defaunation,Indonesia,782.2050174,780.8755116,792.2487718,784.2590989,780.5790119
5699,defaunation,Indonesia,782.2050174,783.5701857,786.4146568,780.3076705,788.2401501
5700,defaunation,Indonesia,782.2050174,785.5852389,779.8663459,785.5913729,787.3943279
5701,defaunation,Indonesia,782.2050174,783.8482533,781.1709455,788.7943097,786.1835943
5702,defaunation,Indonesia,782.2050174,785.6895953,785.5082196,784.6302949,787.8948593
5703,defaunation,Indonesia,782.2050174,784.7553932,785.3946234,780.0311384,790.9491307
5704,defaunation,Indonesia,782.2050174,783.6682861,783.5347679,798.2808805,792.8308361
5705,defaunation,Indonesia,782.2050174,781.4427786,783.9872826,785.8234185,788.2303476
5706,defaunation,Indonesia,782.2050174,780.5382733,783.0717123,783.1968515,788.1747505
5707,defaunation,Indonesia,782.2050174,782.5608323,784.3234203,789.0539684,780.8246084
5708,defaunation,Indonesia,782.2050174,784.0612241,784.7923119,782.7520353,792.3802504
5709,defaunation,Indonesia,782.2050174,784.6446721,788.3468553,786.0408179,799.1009377
5710,defaunation,Indonesia,782.2050174,782.5522603,787.8292987,787.7207156,792.1409354
5711,defaunation,Indonesia,782.2050174,783.6503801,784.5284685,787.2397224,789.4321023
5712,defaunation,Indonesia,782.2050174,783.4520713,785.1614224,789.7603856,792.8398205
5713,defaunation,Indonesia,782.2050174,784.2058691,778.4072917,787.0272301,779.0546615
5714,defaunation,Indonesia,782.2050174,781.1075667,792.5160127,781.2326718,787.1304209
5715,defaunation,Indonesia,782.2050174,780.9424655,783.1351316,783.6953577,794.3202668
5716,defaunation,Indonesia,782.2050174,786.3437241,779.7315866,780.5459649,783.1668951
5717,defaunation,Indonesia,782.2050174,779.073235,781.0971925,796.2143812,788.3635233
5718,defaunation,Indonesia,782.2050174,780.4646234,784.4436388,783.5728013,786.4510927
5719,defaunation,Indonesia,782.2050174,782.6527577,784.6538674,788.3987148,782.6505186
5720,defaunation,Indonesia,782.2050174,782.9540174,783.8335227,781.5159742,783.0936679
5721,defaunation,Indonesia,782.2050174,786.7481762,789.7780978,791.5368696,800.5247949
5722,defaunation,Indonesia,782.2050174,787.0071685,781.9694369,778.2956632,792.3046851
5723,defaunation,Indonesia,782.2050174,782.4234312,782.5374286,785.2367664,784.9680724
5724,defaunation,Indonesia,782.2050174,780.3307875,795.6530699,788.9594008,790.9015692
5725,defaunation,Indonesia,782.2050174,783.3145348,791.6109188,787.2341265,790.7193903
5726,defaunation,Indonesia,782.2050174,781.240243,794.1602196,780.5048423,786.9939608
5727,defaunation,Indonesia,782.2050174,785.6172049,787.7198411,784.6914521,788.2575726
5728,defaunation,Indonesia,782.2050174,785.0046157,785.5717447,782.726986,796.6962931
5729,defaunation,Indonesia,782.2050174,782.9894711,788.1842018,790.8916674,786.4868189
5730,defaunation,Indonesia,782.2050174,780.3465225,783.5947549,782.6042115,783.8757387
5731,defaunation,Indonesia,782.2050174,781.1430955,789.014213,789.6509102,794.7745167
5732,defaunation,Indonesia,782.2050174,785.022559,781.7711889,783.2253782,785.0612646
5733,defaunation,Indonesia,782.2050174,782.668452,781.7421249,786.7748776,785.8085781
5734,defaunation,Indonesia,782.2050174,780.4889706,787.5410663,786.6955038,784.4656563
5735,defaunation,Indonesia,782.2050174,778.3910611,786.5617232,783.6960091,789.9450192
5736,defaunation,Indonesia,782.2050174,783.7322408,796.8961561,786.5448371,776.3239934
5737,defaunation,Indonesia,782.2050174,783.2724051,781.0670145,783.8270082,795.4790096
5738,defaunation,Indonesia,782.2050174,781.9099853,785.8419028,787.617238,785.6618629
5739,defaunation,Indonesia,782.2050174,784.5151829,783.7080736,783.3423115,778.4541846
5740,defaunation,Indonesia,782.2050174,781.9806978,781.7505628,798.4794641,792.6747768
5741,defaunation,Indonesia,782.2050174,780.4184446,784.1065056,786.6480062,788.9522153
5742,defaunation,Indonesia,782.2050174,783.7940023,780.031836,787.0260986,796.6311604
5743,defaunation,Indonesia,782.2050174,784.0998221,784.2125204,788.7492277,788.6760071
5744,defaunation,Indonesia,782.2050174,788.2028206,787.800536,786.7263359,790.1728291
5745,defaunation,Indonesia,782.2050174,784.5056373,782.8419904,787.022772,783.5474962
5746,defaunation,Indonesia,782.2050174,785.8878127,786.3593144,783.6495472,798.1142011
5747,defaunation,Indonesia,782.2050174,784.5485087,783.7639615,780.2627744,794.108809
5748,defaunation,Indonesia,782.2050174,784.3131671,787.835682,789.9543257,790.7100742
5749,defaunation,Indonesia,782.2050174,785.4087925,783.6809094,783.7733226,781.958385
5750,defaunation,Indonesia,782.2050174,782.8261765,783.5379006,787.622205,783.1029281
5751,defaunation,Indonesia,782.2050174,781.9749299,786.6315258,786.9235561,784.0864011
5752,defaunation,Indonesia,782.2050174,780.0093628,782.7507466,789.3192637,790.8299757
5753,defaunation,Indonesia,782.2050174,779.1862715,788.8325353,784.3145502,791.2857477
5754,defaunation,Indonesia,782.2050174,784.3582808,785.314682,788.1551395,784.6461038
5755,defaunation,Indonesia,782.2050174,784.2003785,784.3582337,780.1469523,799.889738
5756,defaunation,Indonesia,782.2050174,781.5481658,781.8672138,786.4826833,779.0538087
5757,defaunation,Indonesia,782.2050174,781.3801985,780.5079475,787.0929086,795.3723933
5758,defaunation,Indonesia,782.2050174,782.4916816,784.5255527,789.5394901,788.903557
5759,defaunation,Indonesia,782.2050174,780.4821715,785.7382983,789.45373,796.9163941
5760,defaunation,Indonesia,782.2050174,789.0620151,782.6929198,786.3449374,790.9726628
5761,defaunation,Indonesia,782.2050174,780.3757012,780.4748,781.6444985,793.9252818
5762,defaunation,Indonesia,782.2050174,787.5714272,783.0048094,788.1847606,793.7020696
5763,defaunation,Indonesia,782.2050174,780.5467998,785.4129363,784.9323528,788.4005464
5764,defaunation,Indonesia,782.2050174,786.679641,783.3646435,794.1804447,791.0670144
5765,defaunation,Indonesia,782.2050174,782.5250792,786.479703,796.3103093,789.4498878
5766,defaunation,Indonesia,782.2050174,785.3800096,784.7098445,783.719869,787.5244092
5767,defaunation,Indonesia,782.2050174,783.9853399,775.9660319,784.3167462,793.7577746
5768,defaunation,Indonesia,782.2050174,783.0185369,785.8229197,785.5821489,787.7652589
5769,defaunation,Indonesia,782.2050174,780.1233121,778.8756221,782.7299705,787.7803474
5770,defaunation,Indonesia,782.2050174,782.8119323,785.7600534,778.6247892,792.265812
5771,defaunation,Indonesia,782.2050174,782.0954183,787.3220458,789.9868095,781.6623798
5772,defaunation,Indonesia,782.2050174,780.7783126,784.2252534,787.2163706,786.8387124
5773,defaunation,Indonesia,782.2050174,780.6242838,790.9043254,788.0096933,789.1341072
5774,defaunation,Indonesia,782.2050174,785.8666571,787.4347469,783.7344152,789.6838517
5775,defaunation,Indonesia,782.2050174,780.8922705,790.3001682,787.1203391,779.0050577
5776,defaunation,Indonesia,782.2050174,785.0832687,790.0318914,787.0576975,792.4462326
5777,defaunation,Indonesia,782.2050174,782.8393971,783.73598,784.7603632,788.4910749
5778,defaunation,Indonesia,782.2050174,783.0263058,789.6797738,787.3802877,786.4269525
5779,defaunation,Indonesia,782.2050174,782.8618515,782.5429483,784.6183212,791.1109423
5780,defaunation,Indonesia,782.2050174,784.1747588,783.3329781,787.1696359,782.1970326
5781,defaunation,Indonesia,782.2050174,778.7829114,791.4841143,788.377651,793.3145031
5782,defaunation,Indonesia,782.2050174,783.5019391,780.9812706,789.6373003,787.5724117
5783,defaunation,Indonesia,782.2050174,783.5549041,791.1893208,783.6826123,788.1198112
5784,defaunation,Indonesia,782.2050174,783.1591498,780.3590465,784.4623734,788.7561277
5785,defaunation,Indonesia,782.2050174,786.0617367,784.8005692,797.6478131,784.2922495
5786,defaunation,Indonesia,782.2050174,781.5216974,785.5618996,780.234884,781.5857793
5787,defaunation,Indonesia,782.2050174,788.2900445,788.6810684,782.5615197,790.95646
5788,defaunation,Indonesia,782.2050174,785.9969075,782.8017864,782.1425699,787.9158232
5789,defaunation,Indonesia,782.2050174,782.7358853,792.7624114,785.2198241,784.3233765
5790,defaunation,Indonesia,782.2050174,781.5658253,782.9350592,781.4882914,780.9954204
5791,defaunation,Indonesia,782.2050174,778.8458638,781.9051258,784.0148948,787.9211212
5792,defaunation,Indonesia,782.2050174,785.130872,782.7762695,782.6444089,783.0830628
5793,defaunation,Indonesia,782.2050174,784.9308657,788.8878212,798.8577056,783.3472434
5794,defaunation,Indonesia,782.2050174,778.7651372,785.4123175,791.7338766,799.5791393
5795,defaunation,Indonesia,782.2050174,782.6434207,785.0674551,791.1656254,781.1792413
5796,defaunation,Indonesia,782.2050174,781.1325186,786.6945467,784.8443809,788.1030784
5797,defaunation,Indonesia,782.2050174,785.16883,786.7701457,785.1188334,782.8652062
5798,defaunation,Indonesia,782.2050174,779.0907511,785.0241962,784.894574,789.6237138
5799,defaunation,Indonesia,782.2050174,781.3508137,783.8765492,787.6810594,790.6505257
5800,defaunation,Indonesia,782.2050174,780.4456615,778.3838279,789.7882673,798.4343273
5801,defaunation,Indonesia,782.2050174,783.0588287,781.5348275,787.0403715,790.5910342
5802,defaunation,Indonesia,782.2050174,781.821432,786.3471479,782.6093222,778.21594
5803,defaunation,Indonesia,782.2050174,782.2969786,784.9124964,788.1183098,789.2747175
5804,defaunation,Indonesia,782.2050174,784.1259872,784.5710743,787.6459526,779.1946117
5805,defaunation,Indonesia,782.2050174,781.4545872,784.0502132,792.92394,791.5722548
5806,defaunation,Indonesia,782.2050174,781.3679853,779.3307603,787.0361062,780.5427519
5807,defaunation,Indonesia,782.2050174,784.3131439,782.197269,782.4619135,787.8041296
5808,defaunation,Indonesia,782.2050174,782.9084932,782.5135578,788.3026442,784.4366267
5809,defaunation,Indonesia,782.2050174,784.2045584,787.7810719,784.831559,792.3270228
5810,defaunation,Indonesia,782.2050174,786.3127605,783.827556,794.5238972,784.4453665
5811,defaunation,Indonesia,782.2050174,782.6573879,783.0061828,789.7226902,777.411757
5812,defaunation,Indonesia,782.2050174,782.6619163,786.5297153,780.6814174,787.5034493
5813,defaunation,Indonesia,782.2050174,781.7361492,780.5288445,779.3605755,784.8090668
5814,defaunation,Indonesia,782.2050174,784.3369178,789.1756977,787.4953335,795.2374032
5815,defaunation,Indonesia,782.2050174,780.4099408,779.0993784,787.12053,783.8888985
5816,defaunation,Indonesia,782.2050174,781.3227286,782.8278429,785.8994416,789.4047155
5817,defaunation,Indonesia,782.2050174,783.4431916,785.0511429,785.5642919,794.2395009
5818,defaunation,Indonesia,782.2050174,785.4456315,789.9787178,784.9101527,793.1343655
5819,defaunation,Indonesia,782.2050174,782.3051838,785.5229382,787.028475,795.4482327
5820,defaunation,Indonesia,782.2050174,783.3439366,779.9696327,790.1120511,797.3323279
5821,defaunation,Indonesia,782.2050174,781.2870227,785.3900203,786.1849858,786.4550116
5822,defaunation,Indonesia,782.2050174,779.2968879,783.6587398,796.3996332,782.8724151
5823,defaunation,Indonesia,782.2050174,780.0072425,782.4572547,786.5522863,795.238873
5824,defaunation,Indonesia,782.2050174,786.262392,783.1787835,787.0397149,788.5581563
5825,defaunation,Indonesia,782.2050174,785.2790836,787.9592045,781.8496381,787.0232967
5826,defaunation,Indonesia,782.2050174,781.4230745,782.4176771,785.6388329,794.0645677
5827,defaunation,Indonesia,782.2050174,784.1945898,782.05678,780.065856,786.1056773
5828,defaunation,Indonesia,782.2050174,780.6349011,782.3316781,775.05507,791.6123028
5829,defaunation,Indonesia,782.2050174,784.034617,783.4688417,787.7505344,782.3089301
5830,defaunation,Indonesia,782.2050174,786.9213756,781.4030418,782.8505007,791.5421691
5831,defaunation,Indonesia,782.2050174,781.6059941,782.6328767,786.4196402,791.7128981
5832,defaunation,Indonesia,782.2050174,787.6759851,782.5963766,790.5856378,788.3986071
5833,defaunation,Indonesia,782.2050174,781.2484877,781.8424395,788.3644757,785.3691668
5834,defaunation,Indonesia,782.2050174,782.7533292,784.1165872,782.2026605,785.158146
5835,defaunation,Indonesia,782.2050174,782.8369806,786.4606995,786.9670699,795.2531081
5836,defaunation,Indonesia,782.2050174,786.077373,788.0645809,782.6839388,790.2555776
5837,defaunation,Indonesia,782.2050174,781.8568452,784.4008187,794.4411358,800.2566265
5838,defaunation,Indonesia,782.2050174,784.7051918,786.2213167,788.9139207,785.6806439
5839,defaunation,Indonesia,782.2050174,781.1987529,786.2907604,789.802759,786.2635905
5840,defaunation,Indonesia,782.2050174,784.7823814,788.7527783,792.152435,796.0290309
5841,defaunation,Indonesia,782.2050174,782.4662964,788.4003822,795.4826291,779.6325974
5842,defaunation,Indonesia,782.2050174,780.7126067,783.6403926,792.902476,788.1763635
5843,defaunation,Indonesia,782.2050174,783.9509171,787.2551117,788.5893796,798.0355497
5844,defaunation,Indonesia,782.2050174,777.728462,787.3236299,775.1778461,793.9131088
5845,defaunation,Indonesia,782.2050174,781.9448709,781.0853129,795.8377752,786.2595899
5846,defaunation,Indonesia,782.2050174,779.949057,780.638676,784.251585,785.3669713
5847,defaunation,Indonesia,782.2050174,781.2288013,781.9604272,790.687542,787.5317204
5848,defaunation,Indonesia,782.2050174,786.3931635,780.3576633,793.1549112,788.3859171
5849,defaunation,Indonesia,782.2050174,784.3322537,779.8625403,783.5396036,796.5319345
5850,defaunation,Indonesia,782.2050174,784.7910183,783.9937281,788.0152321,791.7234678
5851,defaunation,Indonesia,782.2050174,783.9402899,783.906532,788.030777,795.6617906
5852,defaunation,Indonesia,782.2050174,783.499289,782.3961964,784.6029651,797.94529
5853,defaunation,Indonesia,782.2050174,783.1090768,780.1603257,790.5711916,786.7620298
5854,defaunation,Indonesia,782.2050174,781.4296092,779.6708121,784.5066016,782.9495211
5855,defaunation,Indonesia,782.2050174,784.0818019,778.1318352,781.4028826,785.7378337
5856,defaunation,Indonesia,782.2050174,782.7146594,783.5521849,789.545746,792.4506316
5857,defaunation,Indonesia,782.2050174,784.1930271,792.5162037,781.7677619,787.0205325
5858,defaunation,Indonesia,782.2050174,779.6791548,787.3393188,780.6251386,798.9231199
5859,defaunation,Indonesia,782.2050174,784.5913712,780.0340074,784.8600216,794.7476371
5860,defaunation,Indonesia,782.2050174,783.1533565,779.1531027,782.0265012,791.8798141
5861,defaunation,Indonesia,782.2050174,780.4550278,790.4633089,785.1231297,781.4569071
5862,defaunation,Indonesia,782.2050174,783.8019195,779.1895774,787.2291144,793.2344656
5863,defaunation,Indonesia,782.2050174,785.1838059,786.5905738,782.8722796,789.4359986
5864,defaunation,Indonesia,782.2050174,785.0602713,779.0672604,782.7583737,789.5168588
5865,defaunation,Indonesia,782.2050174,784.4255665,783.2029691,791.0981724,793.8333573
5866,defaunation,Indonesia,782.2050174,779.9062669,784.1086631,785.0997046,793.4126554
5867,defaunation,Indonesia,782.2050174,781.3534673,782.6143381,786.1233432,787.968748
5868,defaunation,Indonesia,782.2050174,779.4561562,789.7759154,792.7696008,791.6335602
5869,defaunation,Indonesia,782.2050174,786.2709843,776.2685009,787.4560242,785.1206598
5870,defaunation,Indonesia,782.2050174,783.7331501,787.0590298,793.4228718,788.796005
5871,defaunation,Indonesia,782.2050174,789.8937651,785.9389163,786.9159346,790.1989786
5872,defaunation,Indonesia,782.2050174,781.9259124,788.2584217,786.9828446,787.6552493
5873,defaunation,Indonesia,782.2050174,783.0366352,785.4731945,787.4271969,787.6166757
5874,defaunation,Indonesia,782.2050174,782.4929172,787.014835,786.6559183,778.9995866
5875,defaunation,Indonesia,782.2050174,778.3279783,786.1487574,789.0471985,787.4205399
5876,defaunation,Indonesia,782.2050174,782.4429135,786.5971322,789.3372201,785.1358093
5877,defaunation,Indonesia,782.2050174,784.1713683,778.6552865,790.2795914,795.7368353
5878,defaunation,Indonesia,782.2050174,782.7424706,789.1269644,789.1034545,786.475483
5879,defaunation,Indonesia,782.2050174,782.2485934,781.7666153,787.0282351,787.1075852
5880,defaunation,Indonesia,782.2050174,788.1124689,778.1400115,781.5876049,784.1979131
5881,defaunation,Indonesia,782.2050174,784.1252515,778.3100426,792.6986245,781.3386542
5882,defaunation,Indonesia,782.2050174,781.7478585,782.2633046,785.735059,785.3002981
5883,defaunation,Indonesia,782.2050174,781.0268093,785.983379,783.2934418,791.2284689
5884,defaunation,Indonesia,782.2050174,786.143131,788.2415381,787.1896863,786.2641412
5885,defaunation,Indonesia,782.2050174,780.2237024,781.435782,785.8279851,793.717286
5886,defaunation,Indonesia,782.2050174,780.5387576,786.2666705,790.2446122,788.8159119
5887,defaunation,Indonesia,782.2050174,782.2965319,782.8753716,795.9631841,789.912961
5888,defaunation,Indonesia,782.2050174,788.0457366,783.249487,791.8481076,798.0458774
5889,defaunation,Indonesia,782.2050174,786.8873176,783.0107998,799.6648585,800.3991234
5890,defaunation,Indonesia,782.2050174,783.0571205,784.8880912,788.6387865,796.531653
5891,defaunation,Indonesia,782.2050174,778.5080382,787.7606722,788.7438161,782.4874854
5892,defaunation,Indonesia,782.2050174,784.0052153,784.1287778,780.0668771,791.7734106
5893,defaunation,Indonesia,782.2050174,781.6761283,778.867876,781.757591,794.7753723
5894,defaunation,Indonesia,782.2050174,782.021764,782.9545233,782.0596872,783.7478909
5895,defaunation,Indonesia,782.2050174,782.8390817,780.8145776,781.0302374,789.3748833
5896,defaunation,Indonesia,782.2050174,783.5515044,789.1960142,781.5869251,791.7944552
5897,defaunation,Indonesia,782.2050174,784.633741,791.2715758,796.0140137,789.224736
5898,defaunation,Indonesia,782.2050174,781.6678318,785.3944087,789.5329719,794.8414626
5899,defaunation,Indonesia,782.2050174,782.5760297,786.7459878,785.1960198,783.0114568
5900,defaunation,Indonesia,782.2050174,784.5280987,787.6473829,785.4416847,791.0798591
5901,defaunation,Indonesia,782.2050174,782.021993,785.734395,790.7498273,787.7262734
