index,scenario,country,original,rem_25,rem_50,rem_75,rem_100
128,defaunation,Australia,1011.165666,1007.038903,1005.696471,1012.208606,1015.002326
129,defaunation,Australia,1011.165666,997.9654456,1006.723253,1021.338349,1030.732711
130,defaunation,Australia,1011.165666,1009.483355,1001.101101,994.7878345,996.7125487
131,defaunation,Australia,1011.165666,1015.798542,1012.010923,1006.807699,1015.117159
132,defaunation,Australia,1011.165666,1012.968129,1011.059342,1006.25172,999.4653244
133,defaunation,Australia,1011.165666,1014.576708,1010.806507,1007.924168,1002.979487
134,defaunation,Australia,1011.165666,1015.059948,1007.539156,1004.164443,1000.175839
135,defaunation,Australia,1011.165666,1007.369838,1003.820422,1010.060962,1010.033991
136,defaunation,Australia,1011.165666,1014.104914,1009.56064,1004.537047,1009.064941
137,defaunation,Australia,1011.165666,1019.917645,1003.839219,999.6520663,1016.40211
138,defaunation,Australia,1011.165666,1017.407893,1000.500396,1007.490677,1000.566192
139,defaunation,Australia,1011.165666,1011.547838,1003.07664,1015.121536,1004.641386
140,defaunation,Australia,1011.165666,1002.940457,1009.59849,1017.784572,999.1902972
141,defaunation,Australia,1011.165666,1006.604579,1001.171807,996.8620128,992.9580371
142,defaunation,Australia,1011.165666,1006.097085,1005.447063,1016.303811,1012.201722
143,defaunation,Australia,1011.165666,1010.276927,1007.944307,1017.023461,1003.066767
144,defaunation,Australia,1011.165666,1008.325853,1003.715709,1002.008238,1015.166723
145,defaunation,Australia,1011.165666,1011.419528,1012.24328,1018.946798,1001.112753
146,defaunation,Australia,1011.165666,1012.577423,1014.780904,1000.953778,1004.124765
147,defaunation,Australia,1011.165666,1004.276183,1013.96893,1000.973887,1004.173697
148,defaunation,Australia,1011.165666,1006.617664,1003.548262,1028.447767,1000.458715
149,defaunation,Australia,1011.165666,1000.253425,998.5810093,1019.031551,995.5986205
150,defaunation,Australia,1011.165666,1016.784087,999.1430506,1002.015087,993.9833933
151,defaunation,Australia,1011.165666,1008.49062,1005.993803,989.8854793,1000.430219
152,defaunation,Australia,1011.165666,1010.364618,998.5953784,1007.834995,1018.889238
153,defaunation,Australia,1011.165666,1010.603215,1005.357353,1006.028985,1004.149684
154,defaunation,Australia,1011.165666,1009.973479,1005.08248,1000.392039,1024.073289
155,defaunation,Australia,1011.165666,1006.645751,997.9776789,1010.439489,1004.790863
156,defaunation,Australia,1011.165666,1004.018969,1019.140508,1011.954726,1001.112615
157,defaunation,Australia,1011.165666,1004.908672,1020.726843,1012.424377,992.6788584
158,defaunation,Australia,1011.165666,1008.408192,1012.057928,1006.549249,1002.59763
159,defaunation,Australia,1011.165666,1010.757277,1006.549122,1008.564271,1001.309623
160,defaunation,Australia,1011.165666,1000.396034,1003.194746,1003.326931,1004.32409
161,defaunation,Australia,1011.165666,1014.968325,1006.237928,990.6971064,1002.906133
162,defaunation,Australia,1011.165666,1006.655539,999.6428834,1002.747997,1001.752602
163,defaunation,Australia,1011.165666,1015.174431,1006.735829,996.5608709,1002.233581
164,defaunation,Australia,1011.165666,1005.781837,1008.960065,1009.747362,1004.20164
165,defaunation,Australia,1011.165666,1017.168485,1016.853893,1004.051106,1000.977644
166,defaunation,Australia,1011.165666,1007.902739,1003.702896,1009.624072,1013.824623
167,defaunation,Australia,1011.165666,1008.727022,1017.400551,1002.025972,1014.377117
168,defaunation,Australia,1011.165666,1000.295166,999.9159457,1009.690122,998.4845985
169,defaunation,Australia,1011.165666,1002.57563,1017.306135,997.9990826,1007.22746
170,defaunation,Australia,1011.165666,1013.90098,1019.40555,1008.394477,997.2215177
171,defaunation,Australia,1011.165666,1012.237063,1009.401206,1013.635832,994.0106126
172,defaunation,Australia,1011.165666,1012.36391,1005.764837,1014.536553,1013.693574
173,defaunation,Australia,1011.165666,1000.712228,1002.874568,1007.833896,1007.845547
174,defaunation,Australia,1011.165666,1008.47997,1009.842241,1005.842579,1005.832712
175,defaunation,Australia,1011.165666,1007.797486,1005.410198,1003.906772,1004.988405
176,defaunation,Australia,1011.165666,1012.835853,1013.215995,1006.754913,1010.897658
177,defaunation,Australia,1011.165666,1006.354265,1000.727313,999.5867747,1004.320861
178,defaunation,Australia,1011.165666,1015.057362,1009.963611,1000.276373,1005.057633
179,defaunation,Australia,1011.165666,1004.882823,1002.164725,1008.101028,1007.244357
180,defaunation,Australia,1011.165666,1007.711169,1016.217827,1019.001027,1005.080716
181,defaunation,Australia,1011.165666,1006.60911,993.3637603,1016.467463,1003.586444
182,defaunation,Australia,1011.165666,1000.823502,999.6795564,1021.070012,1013.486703
183,defaunation,Australia,1011.165666,1020.236217,1012.451149,1005.123818,1012.233297
184,defaunation,Australia,1011.165666,1004.500826,1003.217007,1009.109771,1008.590443
185,defaunation,Australia,1011.165666,1008.952736,1002.991774,996.0545166,1001.295405
186,defaunation,Australia,1011.165666,1004.633951,1004.512385,1013.614077,1003.673241
187,defaunation,Australia,1011.165666,1009.399381,1007.583834,1006.043982,1007.90934
188,defaunation,Australia,1011.165666,1014.925904,1010.259875,1011.082107,1006.579614
189,defaunation,Australia,1011.165666,1015.285449,1017.461206,1017.096589,1002.118176
190,defaunation,Australia,1011.165666,1010.179311,1004.768376,988.051641,1016.091572
191,defaunation,Australia,1011.165666,1008.133227,1008.190715,996.7443859,995.3899837
192,defaunation,Australia,1011.165666,998.4727297,1007.216081,998.3803623,1011.795078
193,defaunation,Australia,1011.165666,1014.323058,1006.05752,1014.57886,1002.954276
194,defaunation,Australia,1011.165666,1000.392243,1012.622765,1010.362736,1011.597308
195,defaunation,Australia,1011.165666,1005.777358,1014.962146,1005.828785,999.8551864
196,defaunation,Australia,1011.165666,1013.607905,1012.34251,1011.007799,1014.207994
197,defaunation,Australia,1011.165666,1005.046082,1013.04817,1003.471793,991.6855235
198,defaunation,Australia,1011.165666,1011.621578,993.6123718,1004.36992,1005.619671
199,defaunation,Australia,1011.165666,1002.222815,1003.514124,992.5079258,1004.108072
200,defaunation,Australia,1011.165666,1011.168288,1013.337076,1008.675261,997.8649099
201,defaunation,Australia,1011.165666,1012.888444,1016.515968,1007.022415,1010.03376
202,defaunation,Australia,1011.165666,1008.36973,1008.78906,998.6243743,992.0638477
203,defaunation,Australia,1011.165666,1008.463198,1013.655116,999.2409857,1005.115699
204,defaunation,Australia,1011.165666,1011.208801,1010.219801,1026.885306,999.7184401
205,defaunation,Australia,1011.165666,1010.268576,1005.538889,1011.47611,1006.981077
206,defaunation,Australia,1011.165666,1003.613187,1004.593644,1005.756578,1000.237021
207,defaunation,Australia,1011.165666,1016.139869,1008.708143,1009.956646,1004.548301
208,defaunation,Australia,1011.165666,1002.927491,1011.304882,994.8642159,1000.84127
209,defaunation,Australia,1011.165666,1007.508156,1009.015448,997.7775888,1018.795119
210,defaunation,Australia,1011.165666,1005.687052,1011.035193,1008.86304,1001.473949
211,defaunation,Australia,1011.165666,1012.742323,1011.258669,1006.754828,995.4496334
212,defaunation,Australia,1011.165666,1000.033712,1009.297918,1011.23921,999.4559232
213,defaunation,Australia,1011.165666,1015.639404,1011.407809,1001.502632,1007.486523
214,defaunation,Australia,1011.165666,1003.256548,1011.544604,993.5013199,1004.322227
215,defaunation,Australia,1011.165666,1014.816047,1011.847629,1012.485451,1008.694538
216,defaunation,Australia,1011.165666,999.2177355,1008.153847,1015.192829,1010.774587
217,defaunation,Australia,1011.165666,1006.274962,1005.277735,1001.669096,1008.00151
218,defaunation,Australia,1011.165666,1004.773826,1012.922226,1002.106748,1000.861254
219,defaunation,Australia,1011.165666,1012.580911,994.852477,1002.687261,994.660572
220,defaunation,Australia,1011.165666,1011.563291,1000.011492,1008.72398,1010.504602
221,defaunation,Australia,1011.165666,1014.893657,1003.019384,1008.771721,1008.76061
222,defaunation,Australia,1011.165666,1014.068468,1014.073004,1004.583561,994.6867509
223,defaunation,Australia,1011.165666,1009.783045,1012.642521,1000.189606,1019.149966
224,defaunation,Australia,1011.165666,1014.421661,1013.928281,996.8664291,1012.817986
225,defaunation,Australia,1011.165666,1007.258966,1007.362274,1010.748056,1002.042787
226,defaunation,Australia,1011.165666,1017.868412,1010.522914,1013.783742,999.4734977
227,defaunation,Australia,1011.165666,1011.369365,1011.154937,1002.631113,1004.316296
228,defaunation,Australia,1011.165666,1002.691386,999.7357515,994.2337768,994.5757348
229,defaunation,Australia,1011.165666,1000.086313,1010.981964,995.4225431,1009.323824
230,defaunation,Australia,1011.165666,998.3828597,1005.877493,1002.805999,1000.729689
231,defaunation,Australia,1011.165666,1004.603258,1006.480167,1022.016675,1004.430946
232,defaunation,Australia,1011.165666,1012.833856,1001.369367,1006.354716,1006.537415
233,defaunation,Australia,1011.165666,1007.438314,1017.997499,1002.734676,1005.904307
234,defaunation,Australia,1011.165666,1015.281885,1010.586217,1006.414932,1007.617827
235,defaunation,Australia,1011.165666,1017.874391,1004.355569,990.6003828,1002.522562
236,defaunation,Australia,1011.165666,1005.848528,1012.006819,1014.719587,1010.261289
237,defaunation,Australia,1011.165666,1012.343577,1006.442593,1001.746884,1005.742233
238,defaunation,Australia,1011.165666,1013.501785,999.4464023,1007.61295,1012.172671
239,defaunation,Australia,1011.165666,1007.172748,1019.9209,1013.356197,1013.197122
240,defaunation,Australia,1011.165666,1010.783534,1004.012315,1012.216694,1007.425567
241,defaunation,Australia,1011.165666,1009.361783,1010.661185,994.849195,1006.087914
242,defaunation,Australia,1011.165666,1011.049537,1005.628506,1006.308691,999.6512961
243,defaunation,Australia,1011.165666,1006.500143,1012.91711,1000.546555,1007.151046
244,defaunation,Australia,1011.165666,1005.999699,998.8646972,1001.176725,1007.366384
245,defaunation,Australia,1011.165666,1010.231025,1006.235686,1009.353692,1004.93823
246,defaunation,Australia,1011.165666,1020.284413,1014.64715,1005.244384,1004.462604
247,defaunation,Australia,1011.165666,1003.913571,1010.550441,1013.776065,1012.589288
248,defaunation,Australia,1011.165666,1013.843814,1015.704174,1010.158478,997.3494207
249,defaunation,Australia,1011.165666,1009.770428,1018.864535,1008.106197,1002.063756
250,defaunation,Australia,1011.165666,1011.554225,1004.809991,1013.682525,1012.733088
251,defaunation,Australia,1011.165666,1010.941534,1005.68998,1012.300452,1010.44969
252,defaunation,Australia,1011.165666,995.0376659,1006.107736,1017.358601,1005.570893
253,defaunation,Australia,1011.165666,1009.284003,1018.574255,1009.958974,1002.741469
254,defaunation,Australia,1011.165666,1015.6523,1008.503671,1006.987745,1015.152222
255,defaunation,Australia,1011.165666,1009.371452,1007.982698,1006.741205,999.6213015
256,defaunation,Australia,1011.165666,1005.100002,1000.772819,1016.908874,996.0487048
257,defaunation,Australia,1011.165666,1011.859022,1020.615529,1009.448578,998.6931863
258,defaunation,Australia,1011.165666,1013.790693,1001.972879,1010.800276,1009.630629
259,defaunation,Australia,1011.165666,1012.819093,1018.293165,1006.870735,998.8413357
260,defaunation,Australia,1011.165666,1005.69712,1002.738021,1005.39044,1002.509569
261,defaunation,Australia,1011.165666,1006.06773,1007.192038,1002.271012,1000.558428
262,defaunation,Australia,1011.165666,1009.253636,1006.553407,1010.640777,1011.805054
263,defaunation,Australia,1011.165666,1012.134094,1021.067244,1004.476852,1007.487615
264,defaunation,Australia,1011.165666,1005.233801,1005.10124,1006.238706,1005.424407
265,defaunation,Australia,1011.165666,1005.892403,1003.050994,994.456984,1015.611255
266,defaunation,Australia,1011.165666,1013.055244,1005.00999,1001.452427,1012.348663
267,defaunation,Australia,1011.165666,1006.376506,1017.65119,1012.001669,992.5943985
268,defaunation,Australia,1011.165666,1006.314368,1004.703632,996.5979433,999.286653
269,defaunation,Australia,1011.165666,1006.729586,1004.475776,999.143853,1002.496196
270,defaunation,Australia,1011.165666,1007.501566,1006.296838,999.0258281,994.6701989
271,defaunation,Australia,1011.165666,1012.896578,1001.471194,1002.093831,1016.303543
272,defaunation,Australia,1011.165666,1003.738446,1006.428787,994.8790197,1010.830914
273,defaunation,Australia,1011.165666,1016.996337,1015.379795,1002.944809,1002.049132
274,defaunation,Australia,1011.165666,1009.317628,1011.334105,1007.97815,1017.1061
275,defaunation,Australia,1011.165666,1008.75135,999.0616642,1000.023957,1012.089653
276,defaunation,Australia,1011.165666,1009.662591,1011.254579,1007.671177,1015.262827
277,defaunation,Australia,1011.165666,989.6012875,1008.901708,1011.420784,1011.890083
278,defaunation,Australia,1011.165666,1010.412692,999.3667295,998.5030076,1000.277367
279,defaunation,Australia,1011.165666,1011.411019,1010.127688,995.5105072,999.6823187
280,defaunation,Australia,1011.165666,1012.261658,1003.665733,1024.294423,1008.768261
281,defaunation,Australia,1011.165666,1010.685746,1005.873079,1009.058247,1017.522817
282,defaunation,Australia,1011.165666,1007.900182,1011.234291,1000.603075,999.455162
283,defaunation,Australia,1011.165666,1010.62663,1012.561404,997.8141096,1002.451121
284,defaunation,Australia,1011.165666,1011.136416,1016.297148,1014.503666,1009.385893
285,defaunation,Australia,1011.165666,1013.695241,1000.38492,1017.630129,1007.065474
286,defaunation,Australia,1011.165666,1011.868058,1012.248847,1014.040888,999.9267163
287,defaunation,Australia,1011.165666,1012.710392,1014.185733,1014.396949,996.6175972
288,defaunation,Australia,1011.165666,1001.202615,1009.036268,1000.377777,1001.63417
289,defaunation,Australia,1011.165666,1010.957127,1016.171189,1002.24597,997.4058046
290,defaunation,Australia,1011.165666,1005.759634,1012.823294,1011.426401,1008.767619
291,defaunation,Australia,1011.165666,1006.608898,1004.632501,1013.409834,1005.047283
292,defaunation,Australia,1011.165666,1016.308951,992.5491181,993.2453661,1002.938488
293,defaunation,Australia,1011.165666,1015.51897,1013.12813,1005.905792,1022.34403
294,defaunation,Australia,1011.165666,1018.071749,1010.173102,1010.36465,1006.568779
295,defaunation,Australia,1011.165666,1011.570788,1014.007449,1018.658706,1017.316397
296,defaunation,Australia,1011.165666,1018.769168,1011.85471,1005.202946,1003.130548
297,defaunation,Australia,1011.165666,1012.98523,1015.572526,1014.103686,998.4313351
298,defaunation,Australia,1011.165666,1011.469382,1007.263103,1005.9968,1003.61394
299,defaunation,Australia,1011.165666,1014.820618,1000.225039,1010.06827,1011.640122
300,defaunation,Australia,1011.165666,999.1761204,1004.66693,995.553158,1007.080312
301,defaunation,Australia,1011.165666,998.642083,1010.687138,1009.355794,1011.637795
302,defaunation,Australia,1011.165666,1014.496561,1003.553211,1030.805162,1008.3975
303,defaunation,Australia,1011.165666,1009.196617,1018.883466,1004.899468,1008.236289
304,defaunation,Australia,1011.165666,1009.936762,1008.333471,1009.213793,1015.108026
305,defaunation,Australia,1011.165666,1009.53337,1013.481338,1013.876792,1010.284182
306,defaunation,Australia,1011.165666,1007.029221,992.147503,1003.885618,1004.528145
307,defaunation,Australia,1011.165666,1015.024326,1007.847304,1009.875742,1012.169704
308,defaunation,Australia,1011.165666,1012.584555,1004.686448,1017.751089,1004.041545
309,defaunation,Australia,1011.165666,1003.90823,1003.513635,1010.885897,1009.154429
310,defaunation,Australia,1011.165666,1009.74292,1005.048887,1019.238196,1009.145798
311,defaunation,Australia,1011.165666,1005.883979,1025.98565,1017.700862,1010.360983
312,defaunation,Australia,1011.165666,1011.29991,1000.181107,1004.893211,1000.297623
313,defaunation,Australia,1011.165666,1011.422574,1003.46745,1015.296447,1000.876838
314,defaunation,Australia,1011.165666,1010.990722,1014.497783,1002.787044,1005.314644
315,defaunation,Australia,1011.165666,1009.343108,1004.925868,1011.882204,1002.53072
316,defaunation,Australia,1011.165666,1001.294172,1011.039006,997.3264412,1012.313545
317,defaunation,Australia,1011.165666,1007.439091,1010.233034,1010.280786,1017.377958
318,defaunation,Australia,1011.165666,1008.88866,1002.669302,1009.690483,990.9371716
319,defaunation,Australia,1011.165666,1012.088009,1010.396285,998.6748763,1000.877436
320,defaunation,Australia,1011.165666,1012.206757,1013.94212,1008.714213,999.6238254
321,defaunation,Australia,1011.165666,1011.342725,1006.95859,1012.731635,1005.000934
322,defaunation,Australia,1011.165666,998.5955244,1014.711123,995.9341498,1000.311117
323,defaunation,Australia,1011.165666,1011.08731,1004.61648,992.0515422,1000.66548
324,defaunation,Australia,1011.165666,1014.564937,1007.206149,1003.858329,1002.215837
325,defaunation,Australia,1011.165666,1011.061853,1004.913561,1004.065927,1003.565257
326,defaunation,Australia,1011.165666,1017.193619,1003.276575,1002.151515,999.1411979
327,defaunation,Australia,1011.165666,1006.737874,1010.167678,993.5766946,1015.552184
328,defaunation,Australia,1011.165666,1013.95535,1009.957354,1000.487159,1004.882296
329,defaunation,Australia,1011.165666,1008.602414,1006.224531,1014.57307,1001.64586
330,defaunation,Australia,1011.165666,1010.142626,1013.564847,1007.974466,1011.840314
331,defaunation,Australia,1011.165666,1018.143543,1014.486356,1005.704186,1004.917137
332,defaunation,Australia,1011.165666,1012.411249,1010.843159,1000.869999,1012.829143
333,defaunation,Australia,1011.165666,1017.60968,1007.154703,1000.078654,998.4841113
334,defaunation,Australia,1011.165666,1011.683979,1011.754022,1018.191012,1012.239139
335,defaunation,Australia,1011.165666,1006.998794,1002.878425,1006.380087,1015.091224
336,defaunation,Australia,1011.165666,1011.107128,1010.064838,1016.156292,1005.619621
337,defaunation,Australia,1011.165666,1014.842525,1008.217832,1016.572341,1010.01011
338,defaunation,Australia,1011.165666,1004.005139,1007.990784,1007.091027,1004.543065
339,defaunation,Australia,1011.165666,1011.730982,1009.995395,1013.393469,1007.71986
340,defaunation,Australia,1011.165666,1007.072752,1019.663166,1006.471131,1007.100307
